Route_Distance_km,Weight_kg,Transport_Mode,Fuel_Type,Fuel_Consumption_L,CO2_Emissions,Region,Delivery_Time_days,Cost_USD,High_Emission_Flag,Fuel_Efficiency,Cost_Efficiency
252.18,349.28,1,1,311.51,1588.77,3,5.1,1169.55,1,6.300142505347668,0.013278054120556373
835.29,1402.74,3,0,489.69,739.51,2,5.0,720.69,0,0.8853332269591013,0.0006150834371063552
461.27,947.35,1,0,415.06,1235.68,0,5.8,647.79,1,2.678864814991983,0.001482410799024503
602.62,3484.4,3,2,400.24,1614.8,3,7.4,923.18,1,2.679632227944107,0.00043965785937376793
825.72,2152.51,1,2,280.63,1509.61,2,5.3,909.19,1,1.8282347305595754,0.000511536548364561
634.96,2125.58,1,3,272.82,1231.83,1,5.8,803.66,1,1.9400119387046122,0.0005954544300646972
866.29,2046.42,0,0,517.91,1240.65,4,8.3,970.9,1,1.4321416450364008,0.0005476668175182866
493.37,1413.57,3,1,223.44,1308.67,4,5.9,686.89,1,2.652512259510869,0.000984911335975083
369.63,3589.65,2,3,523.59,1122.77,0,2.6,975.12,0,3.0375509823999414,0.0007349177655193663
379.66,1452.3,0,3,172.21,1806.17,3,5.9,803.66,1,4.757335385414967,0.0014575423160818305
869.79,1561.38,3,2,476.01,1025.94,2,6.0,707.92,0,1.1795260789440432,0.0005212681137599279
721.94,1245.95,0,0,112.3,690.47,3,5.6,497.06,0,0.956409106623693,0.0005525951844115377
578.7,1458.4,1,1,433.94,1373.71,1,4.7,595.38,1,2.3737860312115773,0.0007054465335000318
69.32,1727.27,1,2,347.71500000000003,1334.63,2,4.7,492.71,1,19.25317090981378,0.004115026085853247
692.97,2506.93,0,0,446.8,664.93,0,4.8,399.95,0,0.9595364740243232,0.0002302231861764392
902.04,2554.18,2,1,347.71500000000003,1830.47,2,4.0,1247.95,1,2.0292558863325807,0.0005416514239044367
274.9,1743.01,1,3,398.58,1680.9,3,3.7,384.08,1,6.114586900160536,0.0008015803722034446
405.79,3941.37,0,0,235.45,1120.37,1,4.2,259.77,0,2.760960034476945,0.00016242035200280508
402.48,2156.02,0,3,670.03,1759.14,4,4.7,1063.76,1,4.370751233086086,0.0012258760667347539
696.86,1229.81,1,2,432.58,496.72,4,4.3,1030.1,0,0.7127973952759895,0.0012019760949869148
536.94,2917.15,3,0,311.62,917.87,1,5.0,803.66,0,1.7094460887725613,0.0005130832457691003
528.18,2686.41,3,0,329.04,857.81,4,9.4,566.86,0,1.6240864549190344,0.000399504398095406
693.73,2783.09,1,2,429.63,1152.18,4,8.8,507.88,0,1.6608478563584126,0.0002630530758517218
398.21,1722.16,2,1,347.71500000000003,1188.81,2,4.4,903.92,0,2.9853845210972976,0.0013180877864401807
535.92,2303.71,1,0,268.52,809.05,4,2.1,670.99,0,1.50964693406391,0.0005434858926012537
243.94,2677.42,1,1,452.19,1513.26,0,1.9,607.71,1,6.203410420455422,0.0009304581839792804
693.89,1916.53,0,2,300.88,1382.26,1,6.3,880.67,1,1.992044819898762,0.000662227104086511
488.09,2594.15,1,2,25.09,537.14,0,1.4,537.24,0,1.1004937388495208,0.00042430030708912975
462.63,1925.09,1,3,195.09,1423.48,2,5.0,715.0,1,3.076929661350763,0.0008028255987389601
809.5,1925.29,0,2,332.34,1414.72,1,7.1,870.81,1,1.7476466739018324,0.0005587408182338805
366.37,2146.0,1,2,333.56,1569.89,4,5.2,1058.13,1,4.284985007370008,0.0013458275225697205
298.38,2363.79,0,1,449.17,1336.89,0,6.9,802.45,1,4.480494521063928,0.0011377304476759501
645.15,2294.99,0,2,356.62,1034.62,0,2.8,1105.55,0,1.6036890397010146,0.0007466840764260307
876.23,1982.18,3,2,517.45,961.21,0,5.0,388.62,0,1.0969836561521102,0.0002237504612727355
388.96,1928.61,0,0,634.31,589.74,0,3.8,407.13,0,1.516196999275067,0.0005427299013707877
455.07,2062.51,1,0,370.37,959.65,3,5.2,803.66,0,2.1087964025579273,0.0008562450702310827
483.46,2810.11,1,3,317.04,1377.84,4,8.0,698.98,1,2.8499565041584307,0.0005144946715347437
334.2,2456.49,3,2,83.63,809.35,2,6.8,737.56,0,2.4217533685890675,0.000898412755965099
630.87,1906.59,3,1,454.74,1685.27,2,5.9,746.37,1,2.6713427065585194,0.0006205217209049917
915.35,2701.16,0,2,274.71,1596.77,0,5.1,1072.74,1,1.7444365352658924,0.0004338673597955149
228.03,965.49,3,1,223.98,1038.52,0,5.7,683.69,0,4.5543128292631305,0.0031054136704769517
504.2,2262.3,3,0,340.27,996.91,3,7.2,1120.37,0,1.977211384823257,0.0009822192342140434
342.44,1805.84,1,2,250.96,575.93,1,5.3,974.52,0,1.6818420254105237,0.0015758939911879478
600.81,2824.46,1,0,553.23,923.89,2,5.3,1016.34,0,1.537740691104664,0.0005989167196422577
665.44,3158.8,3,0,229.06,1656.88,1,3.4,815.54,1,2.4899013811928743,0.00038798437370747357
502.865,1886.28,2,1,533.22,1023.64,3,6.8,1293.93,0,2.0356158802936,0.0013641219994034125
180.38,2411.91,2,0,582.3,1221.88,1,3.3,764.12,1,6.773921345275456,0.0017563541299183123
442.8,3438.98,3,0,335.01,1212.32,3,1.1,989.69,1,2.737849983336721,0.0006499230200160114
219.63,3339.59,1,0,383.97,1049.03,4,4.3,803.66,0,4.7763509185288475,0.0010956896001397879
40.76,2778.48,1,0,440.86,859.92,2,3.5,1033.21,0,21.097148896675932,0.009123199051922376
735.89,2678.74,1,1,534.7,1666.89,1,1.9,616.26,1,2.2651347040300225,0.0003126227042259307
262.48,1514.12,3,1,253.63,877.4,1,6.9,585.93,0,3.3427307473814865,0.0014743113917436153
1026.48,3397.89,1,3,256.99,1499.02,2,5.5,803.66,1,1.4603499195274148,0.00023041595367734498
539.37,2549.05,3,1,334.61,891.83,0,7.4,1046.96,0,1.6534660501424616,0.000761491303600451
360.05,2477.78,1,1,348.62,1382.54,4,5.0,841.5,1,3.8398554689666584,0.0009432537966568565
664.63,3523.31,0,1,75.71,864.66,4,2.7,749.73,0,1.3009644268094365,0.0003201651758592301
395.46,1963.59,1,0,362.32,1413.74,3,3.3,635.46,1,3.5749253129286074,0.0008183420066470011
320.55,1258.9,1,3,268.34,805.34,2,7.3,538.77,0,2.512369286776812,0.0013351079759602476
534.64,1933.25,2,0,289.48,994.36,2,5.5,1049.52,0,1.8598682878223052,0.001015409569704856
627.68,2585.56,2,1,421.22,978.16,0,4.6,439.28,0,1.5583736687743173,0.00027067523314883884
336.36,2293.99,1,2,347.71500000000003,752.59,2,3.3,935.63,0,2.2374538519011224,0.0012125740628216874
727.98,1843.69,3,2,368.07,1557.97,0,5.0,694.77,1,2.1401274466313986,0.0005176470094457016
826.48,1389.37,1,2,347.71500000000003,1217.82,2,2.9,613.19,1,1.4735020632864428,0.000534004353962346
721.64,2880.66,1,2,374.65,1823.16,0,7.7,229.58,1,2.526412026406352,0.00011043874214065258
566.4,1930.05,0,0,322.13,1653.17,0,5.4,529.08,1,2.918732293101478,0.0004839823680645479
728.75,1982.18,1,3,507.13,1044.61,1,3.7,1128.05,0,1.4334270815310177,0.0007809202636951088
502.865,1247.68,3,1,347.71500000000003,1330.19,2,3.8,606.83,1,2.6452228203350243,0.000967191386517489
309.33,2410.89,3,2,529.76,596.98,1,6.5,739.13,0,1.9299129754659112,0.0009911089380734057
600.17,775.63,2,0,442.3,1195.2,2,6.4,818.09,0,1.9914357266868437,0.0017574063953852762
552.51,1926.64,1,3,259.95,1761.73,4,6.2,1406.35,1,3.1885938138930734,0.0013211517428967365
687.14,2233.75,1,0,391.15,1195.2,3,4.9,775.96,0,1.7393835064268781,0.0005055446727332296
729.85,2978.47,3,3,577.75,1070.77,2,3.2,702.17,0,1.4671096599697244,0.00032300959850012015
473.2,1085.58,3,2,688.91,1567.11,0,8.9,1056.8,1,3.311728585973614,0.0020572460402168468
377.65,2404.99,0,0,440.84,1131.28,3,4.4,1257.16,0,2.9955778367383075,0.0013841647669394364
809.8,2402.6,3,0,427.54,618.04,1,8.7,891.15,0,0.7632007808940383,0.00045802751308305224
621.58,1844.58,1,3,392.64,1119.73,2,4.7,803.66,0,1.8014253708062458,0.0007009351277645465
565.39,1858.58,2,1,511.9,1642.0,1,5.9,1137.77,1,2.904189976756045,0.0010827422804198417
572.3,2765.36,0,1,231.55,1060.3,4,3.1,990.36,0,1.8526996006867098,0.0006257742215162584
478.08,2177.25,1,1,473.3,1095.76,1,4.1,356.99,0,2.292001290746292,0.0003429629260685049
733.86,2335.69,2,0,299.72,716.23,1,5.0,750.93,0,0.9759763309626315,0.00043809776443137056
383.66,2112.79,0,0,463.44,1027.6,1,4.2,1015.04,0,2.6784131085228298,0.001252219036818947
410.76,1198.23,1,0,405.71,555.89,3,4.0,1010.96,0,1.3533206409260727,0.0020540245899841954
714.5,2281.18,2,2,384.06,1225.92,4,5.2,638.8,1,1.715773244005973,0.0003919251371917934
306.33,2111.25,3,2,422.95,1334.13,2,3.0,1015.85,1,4.355205028720498,0.0015707258510852902
480.33,1228.37,3,3,178.53,1347.4,4,4.5,1262.23,1,2.8051547310150373,0.002139289622705698
527.31,816.44,3,3,493.23,1720.44,1,3.4,1236.76,1,3.262672749186006,0.0028727322446448194
216.33,3988.15,1,2,420.14,1508.02,4,6.0,454.9,1,6.9709237289824,0.0005272634926899931
428.51,2140.95,3,3,425.57,1523.1,3,5.5,803.66,1,3.554409382408593,0.0008760015342717243
812.3,1265.5,3,1,485.33,891.67,2,6.6,1054.29,0,1.0977101920754624,0.0010256082000305595
419.76,1673.52,3,2,383.84,1318.63,2,8.2,926.7,1,3.141390243439341,0.0013191895576999844
621.2,2600.46,3,1,332.08,1349.14,4,0.2,803.66,1,2.1718286836473166,0.0004974972999817726
474.04,2851.15,2,1,409.04,959.7,0,5.7,994.67,0,2.0245126566426324,0.0007359426355379347
582.76,2334.56,2,2,451.33,586.35,2,4.9,919.84,0,1.0061603231834664,0.0006761102446380839
954.14,1166.36,1,3,283.4,1173.56,2,3.0,791.84,0,1.2299662394411068,0.0007115291815683508
404.25,762.16,3,1,488.56,1742.32,1,7.1,780.7,1,4.310006077674556,0.0025338914060369683
747.23,1581.01,1,2,278.66,831.94,0,7.6,1254.33,0,1.113365347839817,0.0010617515235362446
737.41,1276.75,1,3,404.15,1209.59,1,4.0,890.77,1,1.6403221865675515,0.0009461297374021983
641.67,1183.07,0,2,347.71500000000003,1079.37,2,6.6,698.08,0,1.682126300401666,0.0009195662400497308
602.24,1535.48,3,2,371.85,1399.93,0,5.3,634.89,1,2.3245383514124214,0.0006865698457330041
485.68,3134.83,1,1,347.71500000000003,2212.15,0,8.0,803.66,1,4.554747888429668,0.0005278470988091889
593.75,1854.8,0,1,446.67,1139.94,0,4.5,838.0,0,1.9198989150332817,0.0007609275507007849
429.37,1114.27,3,1,405.97,659.32,2,5.4,452.93,0,1.5355520521798904,0.0009466925342869101
564.83,1816.16,1,0,418.19,1873.33,1,6.4,907.52,1,3.316626182804982,0.000884676198356761
451.93,1579.0,1,0,356.37,1208.05,4,1.7,950.31,1,2.6730909062666584,0.001331717165402342
541.68,1672.25,3,2,193.07,1700.94,1,5.3,762.93,1,3.140119569854535,0.0008422493552133997
485.97,1095.84,1,3,368.97,1152.14,2,3.4,923.15,0,2.370804733403199,0.0017334673456961905
615.93,1580.27,1,3,299.16,1411.21,0,5.0,357.93,1,2.2911856494863763,0.0003677354067993332
443.73,2014.09,2,3,304.4,1246.66,0,4.9,803.66,1,2.809501209981268,0.0008992380766730659
398.61,1982.18,0,3,347.71500000000003,1141.12,1,4.5,803.66,0,2.8627479776536466,0.0010171407957753596
477.09,2960.06,3,0,236.13,1195.2,3,8.4,334.62,0,2.505187647924131,0.00023694691954070647
536.37,1610.24,2,1,181.72,516.31,4,4.5,816.07,0,0.9626004257769744,0.0009448705716790519
262.12,954.1,1,1,475.78,1195.2,1,8.5,888.0,0,4.559743454915938,0.0035507403108193817
280.74,1772.49,3,2,438.79,927.17,2,5.1,1281.21,0,3.302593029044916,0.0025747331845630923
382.13,1605.5,1,0,347.71500000000003,750.72,4,3.4,478.95,0,1.9645669807508708,0.0007806722343299703
353.81,3305.49,1,1,265.53,1195.2,0,5.3,1021.71,0,3.3780841870471674,0.0008736182398514083
599.14,1188.19,1,2,406.22,1173.53,2,5.0,1065.86,0,1.9586907574408192,0.0014972211592772418
621.83,1935.3,3,0,315.2,1756.33,3,3.8,671.67,1,2.8244535833836646,0.0005581307928724165
499.33,1330.46,3,1,341.47,981.49,0,3.7,662.39,0,1.9656138832913328,0.000997066869463821
761.43,2336.78,3,1,328.7,1553.94,0,5.3,718.62,1,2.040817907873109,0.0004038792016957989
243.4,2576.91,1,1,557.64,1793.86,2,6.8,865.18,1,7.370007914132788,0.001379388645453593
629.54,2575.81,1,0,412.57,1445.31,2,5.0,834.08,1,2.2958191330841706,0.0005143639857272645
547.12,1795.06,3,3,537.23,789.35,3,10.0,724.02,0,1.4427364848161925,0.000737206240523616
931.46,3536.29,1,0,373.21,722.81,3,3.2,430.94,0,0.775996813862143,0.00013082921176704428
387.26,2043.95,3,0,302.83,1936.73,4,5.0,596.74,1,5.001110235988477,0.0007538973923520754
250.44,2709.83,0,1,324.21,861.01,3,7.1,1105.12,0,3.4379890018372063,0.0016284097614819748
674.46,3171.34,3,3,448.89,1450.23,1,7.9,966.84,1,2.150209024253343,0.00045201787176234865
429.19,2378.43,1,0,426.63,1803.32,3,6.1,418.72,1,4.201682140737619,0.00041018874207114707
488.89,2318.34,3,0,282.19,1318.27,0,6.3,775.91,1,2.6964551801743712,0.0006845782022215047
212.83,1982.18,1,3,364.91,1079.73,1,6.9,662.61,0,5.073203727237526,0.0015706595201394435
259.94,1597.62,1,3,416.35,1062.5,2,3.1,727.52,0,4.087481569305164,0.001751855712212922
409.54,826.57,0,2,418.69,767.19,4,5.0,804.44,0,1.8732968239171555,0.0023763898713997852
353.08,339.53,1,0,238.53,632.25,1,5.0,803.66,0,1.7906706188209298,0.0067038005012780635
316.27,1473.4,3,0,437.22,945.25,1,4.1,618.6,0,2.98874370035907,0.0013274899796432333
251.07,1333.56,0,2,523.24,1554.63,0,6.0,487.92,1,6.192017915640343,0.001457274070032026
350.3,2534.67,0,2,172.26,906.1,3,3.1,919.15,0,2.5866399489968614,0.0010352013497931416
502.05,895.16,2,1,443.23,1066.78,4,5.2,838.89,0,2.124848080373507,0.0018666262905877263
646.53,1034.38,1,3,288.07,1249.56,4,6.3,717.64,1,1.932717709422336,0.0010730941841670567
247.82,1267.05,3,0,260.07,533.95,2,8.1,690.54,0,2.1545879204830958,0.0021991696562192737
755.54,1994.78,3,0,371.42,809.22,3,4.8,633.93,0,1.0710485074112754,0.0004206189526635518
502.865,2310.65,1,2,422.49,1849.41,3,8.7,1027.02,1,3.67774643934761,0.0008838800366313643
676.81,2658.62,0,2,294.76,1400.44,0,3.5,695.8,1,2.069177434299472,0.0003866886189311023
456.46,2385.49,1,1,522.12,1110.79,2,6.5,803.66,0,2.43348809460877,0.0007380606082222373
686.86,3173.23,0,3,517.03,1720.25,2,3.7,908.53,1,2.5045132559107643,0.0004168401038530645
535.54,2211.22,2,0,437.57,696.37,4,8.1,1221.44,0,1.300313677777315,0.0010314502137528446
773.73,1311.13,0,1,348.52,1628.67,3,7.1,803.66,1,2.1049590670523433,0.0007922042395616298
171.36,1551.39,3,2,260.92,1639.83,3,4.3,996.57,1,9.569502242676105,0.0037486713594166786
388.22,472.52,1,0,184.92,1270.24,1,3.8,686.08,1,3.271959114111609,0.003740043545747628
752.38,2902.22,3,0,442.46,615.16,4,9.2,803.66,0,0.8176187456123403,0.0003680482693576536
522.65,1680.08,1,2,132.56,375.44,2,4.7,624.29,0,0.7183392190119733,0.0007109604821960531
587.39,2703.53,1,0,396.29,1122.81,4,5.1,984.27,0,1.9115238272438444,0.0006198070424122239
482.34,2417.8,1,0,572.24,2066.21,0,6.6,806.59,1,4.28372093785046,0.0006916385331900418
403.22,1580.44,3,0,320.25,940.85,4,5.0,634.37,0,2.3333415422513384,0.0009954571226512764
174.49,2809.17,1,3,341.93,1428.19,1,5.6,789.68,1,8.184938495905868,0.001611026092668853
279.28,1417.38,3,1,430.07,1628.59,3,3.6,196.86,1,5.831387645682196,0.000497314754955167
840.44,2440.64,1,3,414.96,761.66,0,8.1,803.66,0,0.906263375062308,0.00039179772890565414
285.82,2275.03,3,3,541.3,718.43,1,5.0,1132.59,0,2.5135748893158323,0.0017417787186845188
322.1,1875.28,2,2,607.16,884.78,2,3.9,563.8,0,2.7469108119555785,0.0009334009205065876
644.48,1104.36,2,0,504.27,1309.46,3,3.1,593.13,1,2.0318085583445793,0.0008333544871751798
810.1,1725.96,1,1,347.71500000000003,1530.74,1,3.2,648.29,1,1.889569165663879,0.0004636603555413629
485.43,1260.61,2,2,382.3,915.95,3,5.2,1324.94,0,1.886883754879514,0.002165154296452223
544.78,457.86,1,0,154.94,1124.56,2,3.8,466.08,0,2.0642460798075173,0.001868558107961702
285.63,2101.01,2,0,477.7,366.27,1,4.7,969.03,0,1.2823232404746268,0.0016147499624751848
261.74,579.01,3,1,313.65,1588.56,4,5.3,746.89,1,6.069228774003638,0.004928337964350763
308.11,570.9,1,0,422.09,1149.12,2,3.0,1067.18,0,3.7295769780410573,0.006066969903389996
732.63,1371.21,1,1,462.33,1385.32,0,6.4,869.55,1,1.8908862332843832,0.0008655773614539346
989.15,3466.05,0,0,345.79,1682.61,4,4.7,939.26,1,1.701066555112303,0.00027396106689134953
449.99,2358.91,0,2,347.71500000000003,1871.05,4,4.0,698.41,1,4.157981196071442,0.0006579550353157875
584.72,1982.18,3,2,620.48,1535.98,2,5.5,666.82,1,2.626864095176083,0.0005753307392266437
379.56,1203.88,0,1,484.52,732.27,0,4.3,406.66,0,1.929260145187582,0.0008899545314756317
599.6,841.13,2,2,347.71500000000003,1731.46,0,6.0,803.66,1,2.887691746369384,0.0015934836286461672
637.25,1816.49,1,1,271.46,1195.2,1,5.6,1311.23,0,1.875559013329792,0.0011327550878383742
566.73,1258.64,2,3,314.26,588.1,2,4.4,1188.74,0,1.0377075320221705,0.0016665146820295858
928.45,1982.18,1,0,414.77,928.04,0,3.4,703.23,0,0.9995583930253821,0.0003821164894662891
369.48,2620.82,1,3,586.68,861.78,2,3.5,961.3,0,2.3324130580163187,0.0009927292382433666
576.04,1982.18,3,1,355.16,910.73,3,5.0,1039.88,0,1.5810186518120506,0.000910725493939639
550.75,1982.18,0,3,367.85,472.38,1,6.2,667.35,0,0.8577031165192354,0.0006113023553652302
343.35,2400.53,1,3,288.01,1791.25,2,6.8,803.66,1,5.216979606320676,0.0009750528666779637
502.865,1526.12,3,0,380.88,323.21,0,3.5,851.53,0,0.6427371035419625,0.001109583167772575
314.53,1670.22,3,0,425.32,1555.12,2,5.8,408.79,1,4.944265890558424,0.0007781521264420308
695.02,1666.11,0,0,447.4,1195.2,2,6.0,807.74,0,1.7196627187755358,0.0006975424091030806
774.98,719.78,1,2,347.71500000000003,1222.07,2,5.3,1048.6,1,1.5769051901093551,0.0018798343603640894
364.46,2483.3,1,2,295.98,600.55,0,2.3,808.69,0,1.6477802324595228,0.0008935173984010533
359.0,2015.06,1,0,514.67,1442.16,0,4.3,711.29,1,4.01715866247469,0.0009832507181786986
219.48,1822.02,3,1,378.25,974.72,3,3.0,723.35,0,4.441042261662008,0.0018088410044273856
542.2,1571.73,2,0,507.69,1631.25,0,2.0,735.26,1,3.0085761156662465,0.0008627867837466808
387.54,2212.7,2,3,527.11,1490.6,4,4.9,861.0,1,3.8463125394459268,0.001004070206732224
609.42,2829.04,2,2,347.71500000000003,608.8,1,5.6,462.11,0,0.9989826228383936,0.00026803380759172937
530.08,1710.83,3,0,563.95,1303.56,0,6.0,951.54,1,2.459175927045428,0.0010492495069278328
502.865,1667.92,3,3,302.02,779.62,0,3.5,779.2,0,1.5503564266680636,0.0009290141273307797
238.24,2942.81,3,2,347.71500000000003,1085.78,2,4.6,1133.86,0,4.557504845638648,0.0016172700019317485
503.68,1835.31,1,1,579.44,1452.49,1,5.0,1012.84,1,2.883755501831411,0.0010956622716267908
414.14,2454.48,3,0,38.98,2139.64,4,5.8,747.94,1,5.166465321715717,0.0007358005077459138
729.73,1738.64,3,2,576.71,1447.54,0,0.2,941.3,1,1.9836651640515648,0.0007419184833363575
455.81,906.29,1,3,253.28,1429.38,4,5.0,888.35,1,3.1359118243146966,0.0021504684224065668
502.865,2036.8,3,0,211.8,1290.81,3,5.0,378.63,1,2.5669115455060196,0.00036967086684060673
271.41,2055.48,1,2,357.01,738.52,4,5.3,1183.88,0,2.7210492346984547,0.0021221133787832037
502.865,1205.31,0,1,346.04,1316.69,2,5.2,512.79,1,2.618376649431226,0.0008460370423402167
556.52,2213.45,1,3,340.66,1074.83,2,4.5,549.05,0,1.931341156987329,0.00044571926259732953
315.87,2818.82,1,3,427.03,1188.09,3,3.8,935.88,0,3.7613257428269304,0.0010511009818033735
492.56,9.75,1,1,350.21,1108.84,1,2.3,1005.14,0,2.2511774758166014,0.20929690156857755
361.06,526.48,1,3,321.62,1195.2,1,7.0,802.13,0,3.31025305184033,0.004219718732527582
502.865,1573.12,0,0,190.02,1587.17,0,6.3,199.51,1,3.1562545980282066,0.0002522036727889788
334.62,1641.42,2,2,601.93,1622.28,2,5.0,532.99,1,4.848126087857089,0.0009703925309654591
488.48,1214.16,1,0,430.41,954.72,4,5.0,1286.83,0,1.9544709721079478,0.0021696939051457226
404.47,1554.06,3,0,478.83,1338.61,3,5.4,678.72,1,3.309540798834504,0.0010797831587154314
443.86,1180.78,1,3,346.31,1266.34,1,3.0,1123.48,1,2.853016652705433,0.0021436325762159048
743.43,2760.01,1,0,393.09,1254.94,3,5.9,983.73,1,1.6880405460091665,0.0004794299687333452
364.45,2568.44,3,3,369.98,1378.3,4,4.2,1182.51,1,3.7818629775864188,0.0012632736649953436
285.57,2468.93,1,0,546.68,1630.92,0,8.2,717.99,1,5.711103907584694,0.0010183499283017508
350.56,1991.13,1,0,438.23,1159.18,4,5.3,1083.07,0,3.3066521192762406,0.0015516528033464704
570.13,1555.11,1,1,292.33,1955.05,4,6.5,647.04,1,3.429130138229349,0.0007297869977665591
439.78,748.61,1,2,242.24,411.88,0,4.8,923.62,0,0.9365591673891681,0.0028054480394344235
538.41,2922.87,2,0,413.93,1218.38,0,2.1,765.55,1,2.2629222662483564,0.00048646426550655114
303.7,2243.05,0,1,353.66,1089.64,2,2.8,532.31,0,3.5878826609192416,0.0007814134431901789
634.57,2603.79,2,1,501.96,806.23,0,7.4,1118.51,0,1.270513871274818,0.0006769465512052175
415.87,1201.55,1,0,185.6,1455.27,2,4.5,1034.65,1,3.499338651517574,0.002070589569354151
451.17,3119.68,3,2,298.23,1367.41,0,6.8,85.93,1,3.030808718868526,6.105124840425372e-05
281.54,2041.81,1,2,249.38,1327.52,2,3.3,995.93,1,4.715209039027881,0.0017325005528599086
387.57,1709.51,1,3,246.29,1960.26,3,4.8,438.28,1,5.057821682332955,0.0006615000089733484
534.92,1853.44,3,0,520.96,850.32,1,5.5,1133.74,0,1.5896208481712997,0.0011435261541033169
583.91,1879.81,1,2,397.89,784.08,2,5.0,648.83,0,1.342809656577047,0.0005911137389893246
401.67,2006.84,2,2,347.71500000000003,1242.31,4,4.5,779.35,1,3.0928622228978457,0.0009668306165641514
798.15,1008.76,1,0,149.39,1249.5,3,5.3,836.44,1,1.5654951880536845,0.0010388729118558356
385.76,1702.14,1,3,274.38,1195.2,3,5.0,591.56,0,3.0982993804878847,0.0009009202103305155
501.36,1378.8,3,1,275.82,547.57,3,2.8,492.81,0,1.0921692777212129,0.0007128999026808252
631.85,1314.52,1,3,332.42,1118.67,2,8.6,692.06,0,1.7704676462694051,0.0008332255150220265
300.32,258.35,3,2,467.1,507.0,1,5.1,688.19,0,1.6881991979155837,0.008869836949242422
447.1,3485.32,0,1,284.01,1712.55,1,6.1,419.14,1,3.8303510661965765,0.00026897491612172487
394.19,1557.66,3,2,427.36,1563.99,4,3.9,494.44,1,3.967604354052504,0.0008052585180405278
533.69,883.37,3,2,371.96,1025.72,4,5.3,834.86,0,1.921939666811451,0.0017708506779704693
391.02,1415.23,0,0,477.35,1148.13,1,5.0,683.02,0,2.9362435953085884,0.0012342621844721449
492.83,1459.43,1,3,130.44,1063.08,3,4.1,913.77,0,2.157092665684056,0.0012704468171400951
685.24,2309.45,0,3,400.69,1195.2,2,8.9,784.93,0,1.7442063839792425,0.0004959976942372765
454.7,1446.2,3,3,345.05,761.14,2,4.7,873.01,0,1.6739388239731952,0.0013275959137320173
618.13,439.12,0,1,4.51,1283.74,2,1.3,818.09,1,2.076812287434483,0.003013963887000953
308.89,1758.36,3,2,347.71500000000003,1320.93,1,4.0,581.85,1,4.276376565237575,0.0010712711131376429
538.1,2438.66,3,3,351.27,2024.17,3,4.2,817.21,1,3.7616984991321596,0.0006227581580718762
381.52,2115.91,1,3,347.71500000000003,1812.95,0,6.4,791.06,1,4.7519132744832975,0.0009799297086361303
408.58,2134.45,0,0,237.03,1647.17,2,5.7,945.34,1,4.031450290482885,0.0010839891733925747
271.66,851.27,3,0,324.55,931.48,3,5.6,762.41,0,3.4288447534107065,0.0032968224518848707
477.75,1670.54,0,0,349.51,1351.88,0,3.7,1081.42,1,2.829680736165762,0.0013549922851963311
207.13,996.06,0,3,425.71,1103.71,1,4.5,1209.57,0,5.328585654971001,0.005862765204922227
492.87,2377.23,3,2,436.76,1419.83,2,5.4,710.06,1,2.880739284583373,0.0006060262855202956
427.51,2532.33,1,0,311.23,1154.56,4,5.2,449.83,0,2.700661909647449,0.00041551034226809956
305.09,1410.58,3,0,118.15,991.03,4,0.8,1085.36,0,3.248320061348453,0.0025220176243952296
502.865,2380.13,3,3,301.59,649.97,4,4.6,603.06,0,1.2925337557289978,0.0005038583216839944
622.55,2425.6,1,0,253.96,662.03,4,5.0,702.42,0,1.0634165759631102,0.0004651611626251346
624.57,1852.38,1,1,433.42,1592.0,3,4.9,920.48,1,2.5489536393205943,0.000795615349969828
586.01,3202.74,1,3,405.33,590.56,2,6.7,1125.27,0,1.0077643554245772,0.0005995563812148181
374.89,1982.18,1,2,347.71500000000003,1277.14,2,4.6,652.71,1,3.4067058762115328,0.0008783615585126978
57.63,1514.02,2,2,573.69,1622.97,2,6.7,803.66,1,28.16188995976228,0.009210689056889427
189.25,1212.28,3,0,650.65,976.71,1,6.6,746.13,0,5.160950850147907,0.0032521882300428923
459.56,942.03,1,3,521.45,871.87,1,7.7,891.95,0,1.8971842219256634,0.0020603146728945952
512.86,2457.65,3,0,279.08,1406.56,2,3.3,824.22,1,2.7425807678005545,0.0006539194974397397
505.22,1847.6,1,3,407.09,1135.29,3,7.1,672.22,0,2.247120022027631,0.0007201499608782284
536.95,3633.66,3,1,401.72,1229.96,2,3.8,654.96,1,2.290641544079681,0.00033568863841657807
624.31,784.87,3,3,304.83,1341.72,2,5.2,803.66,1,2.149124599171492,0.0016401151196398394
600.22,2342.55,1,3,282.94,1113.84,3,4.7,104.07,0,1.8557195385738638,7.401610423524579e-05
690.63,1079.08,1,2,476.73,1300.4,1,5.6,802.8,1,1.8829184674439503,0.0010772296063895012
292.02,2849.1,1,3,256.93,1597.05,3,5.0,522.04,1,5.468974540477552,0.0006274563107386314
672.48,1532.07,1,3,175.01,693.09,2,5.4,803.66,0,1.0306477362799231,0.0007800355064213277
800.15,2063.68,3,0,322.94,1040.98,2,6.1,1286.0,0,1.3009810497909011,0.0007788022611273765
604.39,2554.78,1,1,348.05,1552.42,2,4.5,619.35,1,2.5685732297262827,0.0004011117315440222
705.99,861.62,1,2,588.25,1258.57,2,4.6,803.66,1,1.7827022793141223,0.0013211679577335902
